hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,adults,children,babies,country,reserved_room_type,assigned_room_type,reservation_status,reservation_status_date,room_status,guest_type
City Hotel,1,134,2015,December,2,0,0,PRT,A,A,Canceled,22-10-2015,Desired,Couples
City Hotel,1,106,2015,December,2,0,0,PRT,A,A,Canceled,07-10-2015,Desired,Couples
City Hotel,0,112,2015,December,2,0,0,ESP,A,A,Check-Out,08-12-2015,Desired,Couples
City Hotel,1,134,2015,December,2,0,0,PRT,A,A,Canceled,22-10-2015,Desired,Couples
City Hotel,1,134,2015,December,2,0,0,PRT,A,A,Canceled,22-10-2015,Desired,Couples
City Hotel,1,134,2015,December,2,0,0,PRT,A,A,Canceled,22-10-2015,Desired,Couples
City Hotel,1,134,2015,December,2,0,0,PRT,A,A,Canceled,22-10-2015,Desired,Couples
City Hotel,1,134,2015,December,2,0,0,PRT,A,A,Canceled,22-10-2015,Desired,Couples
City Hotel,1,134,2015,December,2,0,0,PRT,A,A,Canceled,22-10-2015,Desired,Couples
City Hotel,1,95,2015,December,2,0,0,PRT,A,A,Canceled,04-09-2015,Desired,Couples
City Hotel,0,95,2015,December,2,0,0,PRT,A,A,Check-Out,06-12-2015,Desired,Couples
City Hotel,0,2,2015,December,2,2,0,ESP,F,F,Check-Out,07-12-2015,Desired,Family
City Hotel,1,135,2015,December,1,0,0,PRT,A,A,Canceled,06-10-2015,Desired,Single
City Hotel,1,135,2015,December,1,0,0,PRT,A,A,Canceled,06-10-2015,Desired,Single
City Hotel,0,135,2015,December,2,0,0,PRT,A,D,Check-Out,08-12-2015,Un-Desired,Couples
City Hotel,0,135,2015,December,2,0,0,ESP,A,A,Check-Out,08-12-2015,Desired,Couples
City Hotel,1,198,2015,December,3,0,0,ESP,A,A,Canceled,23-10-2015,Desired,Family
City Hotel,0,135,2015,December,1,0,0,PRT,A,A,Check-Out,08-12-2015,Desired,Single
City Hotel,1,198,2015,December,2,0,0,ESP,A,A,Canceled,23-10-2015,Desired,Couples
City Hotel,1,198,2015,December,2,0,0,ESP,A,A,Canceled,23-10-2015,Desired,Couples
City Hotel,0,135,2015,December,2,0,0,ESP,A,D,Check-Out,08-12-2015,Un-Desired,Couples
City Hotel,0,3,2015,December,2,1,0,ESP,A,B,Check-Out,08-12-2015,Un-Desired,Family
City Hotel,0,135,2015,December,1,0,0,ESP,A,A,Check-Out,08-12-2015,Desired,Single
City Hotel,0,135,2015,December,2,0,0,ESP,A,D,Check-Out,08-12-2015,Un-Desired,Couples
City Hotel,1,198,2015,December,2,0,0,ESP,A,A,Canceled,23-10-2015,Desired,Couples
City Hotel,0,135,2015,December,2,0,0,ESP,A,A,Check-Out,08-12-2015,Desired,Couples
City Hotel,1,198,2015,December,2,0,0,ESP,A,A,Canceled,23-10-2015,Desired,Couples
City Hotel,1,198,2015,December,2,0,0,ESP,A,A,Canceled,23-10-2015,Desired,Couples
City Hotel,1,198,2015,December,2,0,0,ESP,A,A,Canceled,23-10-2015,Desired,Couples
City Hotel,1,198,2015,December,1,0,0,ESP,A,A,Canceled,23-10-2015,Desired,Single
City Hotel,0,135,2015,December,2,0,0,ESP,A,A,Check-Out,08-12-2015,Desired,Couples
City Hotel,0,135,2015,December,2,0,0,ESP,A,A,Check-Out,08-12-2015,Desired,Couples
City Hotel,1,198,2015,December,2,0,0,ESP,A,A,Canceled,23-10-2015,Desired,Couples
City Hotel,1,198,2015,December,2,0,0,ESP,A,A,Canceled,23-10-2015,Desired,Couples
City Hotel,1,198,2015,December,2,0,0,ESP,A,A,Canceled,23-10-2015,Desired,Couples
City Hotel,1,198,2015,December,1,0,0,ESP,A,A,Canceled,23-10-2015,Desired,Single
City Hotel,0,135,2015,December,2,0,0,PRT,A,A,Check-Out,08-12-2015,Desired,Couples
City Hotel,0,135,2015,December,2,0,0,ESP,A,D,Check-Out,08-12-2015,Un-Desired,Couples
City Hotel,0,135,2015,December,1,0,0,ESP,A,D,Check-Out,08-12-2015,Un-Desired,Single
City Hotel,0,135,2015,December,2,0,0,ESP,A,D,Check-Out,08-12-2015,Un-Desired,Couples
City Hotel,0,99,2015,December,2,0,0,ESP,A,A,Check-Out,08-12-2015,Desired,Couples
City Hotel,0,135,2015,December,2,0,0,ESP,A,A,Check-Out,08-12-2015,Desired,Couples
City Hotel,0,135,2015,December,2,0,0,ESP,A,D,Check-Out,08-12-2015,Un-Desired,Couples
City Hotel,1,198,2015,December,2,0,0,ESP,A,A,Canceled,23-10-2015,Desired,Couples
City Hotel,1,198,2015,December,2,0,0,ESP,A,A,Canceled,23-10-2015,Desired,Couples
City Hotel,0,3,2015,December,2,1,0,ESP,A,B,Check-Out,08-12-2015,Un-Desired,Family
City Hotel,0,135,2015,December,2,0,0,PRT,A,D,Check-Out,08-12-2015,Un-Desired,Couples
City Hotel,0,135,2015,December,2,0,0,PRT,A,A,Check-Out,08-12-2015,Desired,Couples
City Hotel,0,135,2015,December,2,0,0,PRT,A,D,Check-Out,08-12-2015,Un-Desired,Couples
City Hotel,0,135,2015,December,1,0,0,ESP,A,D,Check-Out,08-12-2015,Un-Desired,Single
City Hotel,1,198,2015,December,2,0,0,ESP,A,A,Canceled,23-10-2015,Desired,Couples
City Hotel,1,102,2015,December,2,0,0,PRT,A,A,Canceled,02-10-2015,Desired,Couples
City Hotel,0,135,2015,December,2,0,0,PRT,A,A,Check-Out,08-12-2015,Desired,Couples
City Hotel,1,198,2015,December,2,0,0,ESP,A,A,Canceled,23-10-2015,Desired,Couples
City Hotel,1,198,2015,December,2,0,0,ESP,A,A,Canceled,23-10-2015,Desired,Couples
City Hotel,0,135,2015,December,2,0,0,ESP,A,A,Check-Out,08-12-2015,Desired,Couples
City Hotel,0,135,2015,December,2,0,0,ESP,A,A,Check-Out,08-12-2015,Desired,Couples
City Hotel,0,135,2015,December,2,0,0,ESP,A,A,Check-Out,08-12-2015,Desired,Couples
City Hotel,0,135,2015,December,2,0,0,PRT,A,A,Check-Out,08-12-2015,Desired,Couples
City Hotel,1,198,2015,December,2,0,0,ESP,A,A,Canceled,23-10-2015,Desired,Couples
City Hotel,1,198,2015,December,2,0,0,ESP,A,A,Canceled,23-10-2015,Desired,Couples
City Hotel,1,198,2015,December,1,0,0,ESP,A,A,Canceled,23-10-2015,Desired,Single
City Hotel,0,135,2015,December,2,0,0,ESP,A,D,Check-Out,08-12-2015,Un-Desired,Couples
City Hotel,0,135,2015,December,2,0,0,ESP,A,A,Check-Out,08-12-2015,Desired,Couples
City Hotel,1,198,2015,December,2,0,0,ESP,A,A,Canceled,23-10-2015,Desired,Couples
City Hotel,1,198,2015,December,2,0,0,ESP,A,A,Canceled,23-10-2015,Desired,Couples
City Hotel,0,135,2015,December,2,0,0,ESP,A,D,Check-Out,08-12-2015,Un-Desired,Couples
City Hotel,1,198,2015,December,2,0,0,ESP,A,A,Canceled,23-10-2015,Desired,Couples
City Hotel,1,198,2015,December,2,0,0,ESP,A,A,Canceled,23-10-2015,Desired,Couples
City Hotel,0,135,2015,December,1,0,0,PRT,A,A,Check-Out,08-12-2015,Desired,Single
City Hotel,0,135,2015,December,1,0,0,ESP,A,D,Check-Out,08-12-2015,Un-Desired,Single
City Hotel,1,198,2015,December,2,0,0,ESP,A,A,Canceled,23-10-2015,Desired,Couples
City Hotel,1,198,2015,December,2,0,0,ESP,A,A,Canceled,23-10-2015,Desired,Couples
City Hotel,0,96,2015,December,2,0,0,PRT,A,A,Check-Out,09-12-2015,Desired,Couples
City Hotel,0,5,2015,December,2,0,0,PRT,A,A,Check-Out,09-12-2015,Desired,Couples
City Hotel,1,101,2015,December,1,0,0,PRT,A,A,Canceled,03-12-2015,Desired,Single
City Hotel,0,4,2015,December,1,0,0,FRA,A,A,Check-Out,10-12-2015,Desired,Single
City Hotel,0,110,2015,December,2,0,0,FRA,A,D,Check-Out,10-12-2015,Un-Desired,Couples
City Hotel,1,106,2015,December,2,0,0,PRT,A,A,Canceled,21-10-2015,Desired,Couples
City Hotel,1,106,2015,December,2,0,0,PRT,A,A,Canceled,21-10-2015,Desired,Couples
City Hotel,1,106,2015,December,2,0,0,PRT,A,A,Canceled,21-10-2015,Desired,Couples
City Hotel,1,106,2015,December,2,0,0,PRT,A,A,Canceled,21-10-2015,Desired,Couples
City Hotel,1,106,2015,December,2,0,0,PRT,A,A,Canceled,21-10-2015,Desired,Couples
City Hotel,1,106,2015,December,2,0,0,PRT,A,A,Canceled,21-10-2015,Desired,Couples
City Hotel,1,106,2015,December,1,0,0,PRT,A,A,Canceled,21-10-2015,Desired,Single
City Hotel,1,106,2015,December,2,0,0,PRT,A,A,Canceled,21-10-2015,Desired,Couples
City Hotel,1,106,2015,December,2,0,0,PRT,A,A,Canceled,21-10-2015,Desired,Couples
City Hotel,1,106,2015,December,2,0,0,PRT,A,A,Canceled,21-10-2015,Desired,Couples
City Hotel,1,106,2015,December,2,0,0,PRT,A,A,Canceled,21-10-2015,Desired,Couples
City Hotel,1,106,2015,December,2,0,0,PRT,A,A,Canceled,21-10-2015,Desired,Couples
City Hotel,1,106,2015,December,2,0,0,PRT,A,A,Canceled,21-10-2015,Desired,Couples
City Hotel,1,106,2015,December,2,0,0,PRT,A,A,Canceled,21-10-2015,Desired,Couples
City Hotel,1,106,2015,December,2,0,0,PRT,A,A,Canceled,21-10-2015,Desired,Couples
City Hotel,1,106,2015,December,2,0,0,PRT,A,A,Canceled,21-10-2015,Desired,Couples
City Hotel,1,106,2015,December,2,0,0,PRT,A,A,Canceled,21-10-2015,Desired,Couples
City Hotel,1,106,2015,December,2,0,0,PRT,A,A,Canceled,21-10-2015,Desired,Couples
City Hotel,1,106,2015,December,1,0,0,PRT,A,A,Canceled,21-10-2015,Desired,Single
City Hotel,1,106,2015,December,2,0,0,PRT,A,A,Canceled,21-10-2015,Desired,Couples
City Hotel,1,106,2015,December,1,0,0,PRT,A,A,Canceled,21-10-2015,Desired,Single
City Hotel,1,106,2015,December,1,0,0,PRT,A,A,Canceled,21-10-2015,Desired,Single
City Hotel,1,106,2015,December,2,0,0,PRT,A,A,Canceled,21-10-2015,Desired,Couples
City Hotel,1,106,2015,December,2,0,0,PRT,A,A,Canceled,21-10-2015,Desired,Couples
City Hotel,0,110,2015,December,2,0,0,FRA,A,A,Check-Out,13-12-2015,Desired,Couples
City Hotel,0,110,2015,December,2,0,0,FRA,A,A,Check-Out,13-12-2015,Desired,Couples
City Hotel,1,110,2015,December,2,2,0,PRT,G,G,Canceled,26-11-2015,Desired,Family
City Hotel,0,110,2015,December,2,0,0,FRA,A,A,Check-Out,13-12-2015,Desired,Couples
City Hotel,0,110,2015,December,2,0,0,FRA,A,A,Check-Out,13-12-2015,Desired,Couples
City Hotel,0,110,2015,December,3,1,0,FRA,G,G,Check-Out,13-12-2015,Desired,Family
City Hotel,0,110,2015,December,2,0,0,FRA,A,A,Check-Out,13-12-2015,Desired,Couples
City Hotel,0,110,2015,December,2,0,0,FRA,A,D,Check-Out,13-12-2015,Un-Desired,Couples
City Hotel,0,110,2015,December,2,0,0,FRA,A,A,Check-Out,13-12-2015,Desired,Couples
City Hotel,0,110,2015,December,2,0,0,FRA,A,A,Check-Out,13-12-2015,Desired,Couples
City Hotel,0,110,2015,December,2,0,0,FRA,A,D,Check-Out,13-12-2015,Un-Desired,Couples
City Hotel,0,110,2015,December,2,0,0,FRA,A,A,Check-Out,13-12-2015,Desired,Couples
City Hotel,0,110,2015,December,2,0,0,FRA,A,A,Check-Out,13-12-2015,Desired,Couples
City Hotel,0,110,2015,December,2,0,0,FRA,A,A,Check-Out,13-12-2015,Desired,Couples
City Hotel,0,110,2015,December,2,0,0,FRA,A,A,Check-Out,13-12-2015,Desired,Couples
City Hotel,0,110,2015,December,2,0,0,FRA,A,A,Check-Out,13-12-2015,Desired,Couples
City Hotel,0,1,2015,December,2,0,0,PRT,A,A,Check-Out,11-12-2015,Desired,Couples
City Hotel,0,10,2015,December,2,0,0,PRT,D,F,Check-Out,12-12-2015,Un-Desired,Couples
City Hotel,0,2,2015,December,2,0,0,PRT,A,A,Check-Out,12-12-2015,Desired,Couples
City Hotel,0,98,2015,December,2,0,0,PRT,B,B,Check-Out,13-12-2015,Desired,Couples
City Hotel,0,2,2015,December,2,0,0,ESP,D,D,Check-Out,13-12-2015,Desired,Couples
City Hotel,0,4,2015,December,2,0,0,PRT,D,D,Check-Out,13-12-2015,Desired,Couples
City Hotel,1,125,2015,December,2,0,0,PRT,A,A,Canceled,26-11-2015,Desired,Couples
City Hotel,0,98,2015,December,2,0,0,PRT,B,B,Check-Out,13-12-2015,Desired,Couples
City Hotel,0,118,2015,December,3,0,0,POL,A,D,Check-Out,14-12-2015,Un-Desired,Family
City Hotel,0,100,2015,December,2,0,0,PRT,A,A,Check-Out,15-12-2015,Desired,Couples
City Hotel,0,100,2015,December,2,0,0,FRA,A,A,Check-Out,15-12-2015,Desired,Couples
City Hotel,0,100,2015,December,1,0,0,FRA,A,A,Check-Out,15-12-2015,Desired,Single
City Hotel,0,100,2015,December,2,0,0,FRA,A,A,Check-Out,15-12-2015,Desired,Couples
City Hotel,0,100,2015,December,2,0,0,FRA,A,A,Check-Out,15-12-2015,Desired,Couples
City Hotel,1,6,2015,December,0,3,0,PRT,B,B,Canceled,10-12-2015,Desired,Family
City Hotel,1,8,2015,December,2,0,0,PRT,B,B,Canceled,10-12-2015,Desired,Couples
City Hotel,0,11,2015,December,1,0,0,BEL,A,A,Check-Out,16-12-2015,Desired,Single
City Hotel,0,1,2015,December,1,0,0,IRL,A,D,Check-Out,15-12-2015,Un-Desired,Single
City Hotel,0,3,2015,December,1,0,0,ESP,A,A,Check-Out,15-12-2015,Desired,Single
City Hotel,1,8,2015,December,2,2,0,BRA,B,B,Canceled,07-12-2015,Desired,Family
City Hotel,1,99,2015,December,2,0,0,PRT,A,A,Canceled,12-09-2015,Desired,Couples
City Hotel,0,2,2015,December,2,0,0,PRT,A,A,Check-Out,17-12-2015,Desired,Couples
City Hotel,1,11,2015,December,2,0,0,PRT,A,A,Canceled,14-12-2015,Desired,Couples
City Hotel,0,1,2015,December,1,0,0,PRT,A,A,Check-Out,17-12-2015,Desired,Single
City Hotel,0,6,2015,December,1,0,0,UKR,A,A,Check-Out,17-12-2015,Desired,Single
City Hotel,1,2,2015,December,2,0,0,FRA,A,A,No-Show,16-12-2015,Desired,Couples
City Hotel,0,8,2015,December,2,0,0,FRA,A,A,Check-Out,20-12-2015,Desired,Couples
City Hotel,0,2,2015,December,2,0,0,ITA,A,D,Check-Out,19-12-2015,Un-Desired,Couples
City Hotel,0,6,2015,December,1,0,0,USA,D,D,Check-Out,19-12-2015,Desired,Single
City Hotel,0,6,2015,December,1,0,0,BRA,D,D,Check-Out,19-12-2015,Desired,Single
City Hotel,1,124,2015,December,2,0,0,PRT,A,A,Canceled,28-09-2015,Desired,Couples
City Hotel,0,8,2015,December,2,0,0,BRA,A,A,Check-Out,20-12-2015,Desired,Couples
City Hotel,0,6,2015,December,0,2,1,PRT,B,B,Check-Out,19-12-2015,Desired,Family
City Hotel,0,6,2015,December,2,0,0,PRT,B,B,Check-Out,19-12-2015,Desired,Couples
City Hotel,0,2,2015,December,1,1,0,PRT,B,B,Check-Out,19-12-2015,Desired,Family
City Hotel,0,9,2015,December,2,0,0,PRT,A,A,Check-Out,19-12-2015,Desired,Couples
City Hotel,1,17,2015,December,2,0,0,ITA,A,A,Canceled,14-12-2015,Desired,Couples
City Hotel,0,3,2015,December,2,0,0,ALB,D,D,Check-Out,20-12-2015,Desired,Couples
City Hotel,0,2,2015,December,2,1,0,PRT,D,D,Check-Out,20-12-2015,Desired,Family
City Hotel,1,6,2015,December,2,0,0,FRA,A,A,Canceled,13-12-2015,Desired,Couples
City Hotel,0,7,2015,December,2,0,1,GBR,F,F,Check-Out,21-12-2015,Desired,Family
City Hotel,1,107,2015,December,2,0,0,PRT,A,A,Canceled,26-10-2015,Desired,Couples
City Hotel,0,0,2015,December,2,0,0,PRT,A,A,Check-Out,20-12-2015,Desired,Couples
City Hotel,0,3,2015,December,2,0,0,PRT,A,A,Check-Out,20-12-2015,Desired,Couples
City Hotel,0,5,2015,December,2,0,0,PRT,B,B,Check-Out,20-12-2015,Desired,Couples
City Hotel,1,4,2015,December,2,2,0,PRT,B,B,Canceled,15-12-2015,Desired,Family
City Hotel,0,1,2015,December,2,0,0,PRT,B,B,Check-Out,20-12-2015,Desired,Couples
City Hotel,0,1,2015,December,2,0,0,PRT,B,B,Check-Out,20-12-2015,Desired,Couples
City Hotel,0,8,2015,December,2,0,0,CN,D,D,Check-Out,21-12-2015,Desired,Couples
City Hotel,0,4,2015,December,2,0,0,PRT,B,B,Check-Out,20-12-2015,Desired,Couples
City Hotel,1,102,2015,December,2,0,0,PRT,A,A,Canceled,02-11-2015,Desired,Couples
City Hotel,0,5,2015,December,2,0,0,PRT,A,A,Check-Out,21-12-2015,Desired,Couples
City Hotel,0,6,2015,December,2,0,0,DEU,B,B,Check-Out,21-12-2015,Desired,Couples
City Hotel,0,132,2015,December,2,0,0,CN,A,A,Check-Out,24-12-2015,Desired,Couples
City Hotel,0,132,2015,December,2,0,0,CN,A,A,Check-Out,24-12-2015,Desired,Couples
City Hotel,0,7,2015,December,2,0,0,DEU,B,B,Check-Out,21-12-2015,Desired,Couples
City Hotel,0,10,2015,December,2,0,0,USA,A,A,Check-Out,24-12-2015,Desired,Couples
City Hotel,0,0,2015,December,2,0,0,CHE,A,A,Check-Out,22-12-2015,Desired,Couples
City Hotel,0,0,2015,December,2,0,0,GBR,A,A,Check-Out,22-12-2015,Desired,Couples
City Hotel,0,4,2015,December,2,0,0,MAR,A,A,Check-Out,23-12-2015,Desired,Couples
City Hotel,0,108,2015,December,2,0,0,BEL,A,B,Check-Out,25-12-2015,Un-Desired,Couples
City Hotel,0,108,2015,December,2,0,0,BEL,A,B,Check-Out,25-12-2015,Un-Desired,Couples
City Hotel,0,0,2015,December,2,0,0,PRT,A,A,Check-Out,23-12-2015,Desired,Couples
City Hotel,0,3,2015,December,1,0,0,PRT,A,A,Check-Out,23-12-2015,Desired,Single
City Hotel,0,19,2015,December,2,0,0,CHN,B,B,Check-Out,24-12-2015,Desired,Couples
City Hotel,0,19,2015,December,2,0,0,CHN,B,B,Check-Out,24-12-2015,Desired,Couples
City Hotel,0,15,2015,December,2,0,0,PRT,A,A,Check-Out,24-12-2015,Desired,Couples
City Hotel,0,1,2015,December,2,0,0,DEU,B,B,Check-Out,26-12-2015,Desired,Couples
City Hotel,0,1,2015,December,0,2,0,DEU,B,B,Check-Out,26-12-2015,Desired,Family
City Hotel,1,10,2015,December,2,0,0,ITA,A,A,Canceled,13-12-2015,Desired,Couples
City Hotel,0,125,2015,December,2,0,0,GBR,A,A,Check-Out,27-12-2015,Desired,Couples
City Hotel,1,10,2015,December,2,0,0,ITA,A,A,Canceled,13-12-2015,Desired,Couples
City Hotel,0,2,2015,December,3,0,0,ETH,A,D,Check-Out,29-12-2015,Un-Desired,Family
City Hotel,0,107,2015,December,1,0,0,FRA,A,A,Check-Out,29-12-2015,Desired,Single
City Hotel,0,7,2015,December,1,0,0,PRT,A,A,Check-Out,30-12-2015,Desired,Single
City Hotel,0,0,2015,December,2,0,0,PRT,A,A,Check-Out,25-12-2015,Desired,Couples
City Hotel,0,2,2015,December,2,0,0,PRT,A,A,Check-Out,25-12-2015,Desired,Couples
City Hotel,1,12,2015,December,2,0,0,BEL,B,B,Canceled,12-12-2015,Desired,Couples
City Hotel,1,12,2015,December,0,2,0,BEL,B,B,Canceled,19-12-2015,Desired,Family
City Hotel,0,5,2015,December,2,0,0,PRT,A,A,Check-Out,26-12-2015,Desired,Couples
City Hotel,0,2,2015,December,2,0,0,BEL,A,A,Check-Out,27-12-2015,Desired,Couples
City Hotel,1,115,2015,December,2,0,0,PRT,A,A,Canceled,08-12-2015,Desired,Couples
City Hotel,0,22,2015,December,2,0,0,MEX,A,A,Check-Out,28-12-2015,Desired,Couples
City Hotel,0,11,2015,December,2,1,0,PRT,A,D,Check-Out,26-12-2015,Un-Desired,Family
City Hotel,0,125,2015,December,2,0,0,BEL,A,A,Check-Out,26-12-2015,Desired,Couples
City Hotel,0,17,2015,December,2,0,0,PRT,A,A,Check-Out,25-12-2015,Desired,Couples
City Hotel,0,17,2015,December,2,0,0,PRT,A,A,Check-Out,27-12-2015,Desired,Couples
City Hotel,0,11,2015,December,2,0,0,FRA,B,B,Check-Out,28-12-2015,Desired,Couples
City Hotel,0,4,2015,December,2,0,0,ESP,A,A,Check-Out,28-12-2015,Desired,Couples
City Hotel,0,12,2015,December,2,0,0,FRA,B,B,Check-Out,28-12-2015,Desired,Couples
City Hotel,0,9,2015,December,2,0,0,THA,E,E,Check-Out,30-12-2015,Desired,Couples
City Hotel,0,1,2015,December,3,0,0,GBR,A,D,Check-Out,27-12-2015,Un-Desired,Family
City Hotel,0,3,2015,December,2,0,0,PRT,A,A,Check-Out,27-12-2015,Desired,Couples
City Hotel,0,19,2015,December,2,0,0,BRA,B,B,Check-Out,28-12-2015,Desired,Couples
City Hotel,0,19,2015,December,2,0,0,BRA,B,B,Check-Out,28-12-2015,Desired,Couples
City Hotel,0,10,2015,December,2,0,0,ESP,B,B,Check-Out,29-12-2015,Desired,Couples
City Hotel,1,18,2015,December,2,0,0,ESP,A,A,Canceled,20-12-2015,Desired,Couples
City Hotel,0,8,2015,December,2,0,0,ESP,B,B,Check-Out,29-12-2015,Desired,Couples
City Hotel,0,119,2015,December,2,0,0,BEL,A,A,Check-Out,29-12-2015,Desired,Couples
City Hotel,0,11,2015,December,2,0,1,ESP,B,B,Check-Out,29-12-2015,Desired,Family
City Hotel,0,22,2015,December,2,0,0,FRA,A,A,Check-Out,29-12-2015,Desired,Couples
City Hotel,0,119,2015,December,2,0,0,BEL,A,A,Check-Out,29-12-2015,Desired,Couples
City Hotel,0,7,2015,December,0,2,0,ESP,B,B,Check-Out,29-12-2015,Desired,Family
City Hotel,0,14,2015,December,2,0,0,ESP,A,A,Check-Out,29-12-2015,Desired,Couples
City Hotel,0,14,2015,December,2,0,0,ESP,A,A,Check-Out,29-12-2015,Desired,Couples
City Hotel,1,14,2015,December,2,0,0,FRA,A,A,Canceled,13-12-2015,Desired,Couples
City Hotel,1,14,2015,December,2,0,0,FRA,A,A,Canceled,13-12-2015,Desired,Couples
City Hotel,0,0,2015,December,2,0,0,EGY,A,A,Check-Out,30-12-2015,Desired,Couples
City Hotel,0,10,2015,December,2,0,0,ESP,A,A,Check-Out,30-12-2015,Desired,Couples
City Hotel,0,37,2015,December,2,0,0,SWE,A,A,Check-Out,30-12-2015,Desired,Couples
City Hotel,0,5,2015,December,2,0,0,FIN,A,A,Check-Out,30-12-2015,Desired,Couples
City Hotel,0,8,2015,December,2,0,0,PRT,A,A,Check-Out,31-12-2015,Desired,Couples
City Hotel,0,13,2015,December,2,2,0,ESP,F,F,Check-Out,31-12-2015,Desired,Family
City Hotel,0,4,2015,December,2,0,0,USA,D,D,Check-Out,02-01-2016,Desired,Couples
City Hotel,1,13,2015,December,2,1,0,PRT,D,D,No-Show,27-12-2015,Desired,Family
City Hotel,0,22,2015,December,2,2,0,JPN,F,F,Check-Out,29-12-2015,Desired,Family
City Hotel,0,1,2015,December,2,0,0,PRT,A,A,Check-Out,29-12-2015,Desired,Couples
City Hotel,0,15,2015,December,2,0,0,FIN,A,A,Check-Out,30-12-2015,Desired,Couples
City Hotel,0,8,2015,December,2,0,0,JPN,A,A,Check-Out,30-12-2015,Desired,Couples
City Hotel,0,21,2015,December,2,0,0,CHN,A,A,Check-Out,30-12-2015,Desired,Couples
City Hotel,0,9,2015,December,2,0,0,ESP,A,A,Check-Out,30-12-2015,Desired,Couples
City Hotel,0,3,2015,December,2,0,0,ESP,A,A,Check-Out,30-12-2015,Desired,Couples
City Hotel,0,8,2015,December,2,0,0,JPN,A,A,Check-Out,30-12-2015,Desired,Couples
City Hotel,0,11,2015,December,2,0,0,ESP,D,D,Check-Out,30-12-2015,Desired,Couples
City Hotel,0,0,2015,December,2,0,0,BEL,A,A,Check-Out,30-12-2015,Desired,Couples
City Hotel,1,14,2015,December,2,0,0,FRA,A,A,Canceled,13-12-2015,Desired,Couples
City Hotel,0,14,2015,December,2,0,0,FRA,A,A,Check-Out,31-12-2015,Desired,Couples
City Hotel,1,14,2015,December,2,0,0,FRA,A,A,Canceled,13-12-2015,Desired,Couples
City Hotel,0,14,2015,December,2,0,0,FRA,A,A,Check-Out,31-12-2015,Desired,Couples
City Hotel,0,21,2015,December,2,2,0,USA,F,F,Check-Out,31-12-2015,Desired,Family
City Hotel,0,121,2015,December,2,0,0,PRT,A,A,Check-Out,31-12-2015,Desired,Couples
City Hotel,0,5,2015,December,2,0,0,FRA,D,D,Check-Out,02-01-2016,Desired,Couples
City Hotel,0,17,2015,December,2,0,0,ESP,A,A,Check-Out,29-12-2015,Desired,Couples
City Hotel,0,17,2015,December,2,0,0,ESP,A,A,Check-Out,29-12-2015,Desired,Couples
City Hotel,0,0,2015,December,2,0,0,PRT,A,A,Check-Out,29-12-2015,Desired,Couples
City Hotel,0,12,2015,December,2,0,0,ITA,A,A,Check-Out,29-12-2015,Desired,Couples
City Hotel,0,0,2015,December,2,0,0,USA,A,A,Check-Out,29-12-2015,Desired,Couples
City Hotel,0,21,2015,December,2,0,0,FRA,A,A,Check-Out,30-12-2015,Desired,Couples
City Hotel,0,1,2015,December,2,0,0,CHE,A,A,Check-Out,30-12-2015,Desired,Couples
City Hotel,0,21,2015,December,2,0,0,FRA,A,A,Check-Out,30-12-2015,Desired,Couples
City Hotel,0,20,2015,December,2,0,0,FRA,D,A,Check-Out,31-12-2015,Un-Desired,Couples
City Hotel,0,20,2015,December,2,2,0,ESP,F,F,Check-Out,31-12-2015,Desired,Family
City Hotel,0,17,2015,December,2,0,0,ESP,D,D,Check-Out,01-01-2016,Desired,Couples
City Hotel,0,10,2015,December,2,0,0,FRA,D,D,Check-Out,01-01-2016,Desired,Couples
City Hotel,1,133,2015,December,2,0,0,PRT,A,A,Canceled,23-11-2015,Desired,Couples
City Hotel,0,6,2015,December,3,0,0,ITA,E,E,Check-Out,01-01-2016,Desired,Family
City Hotel,0,1,2015,December,2,0,0,FRA,A,A,Check-Out,01-01-2016,Desired,Couples
City Hotel,0,124,2015,December,2,0,0,DEU,A,A,Check-Out,01-01-2016,Desired,Couples
City Hotel,0,118,2015,December,2,0,0,PRT,A,A,Check-Out,02-01-2016,Desired,Couples
City Hotel,1,114,2015,December,3,0,0,PRT,A,A,Canceled,10-09-2015,Desired,Family
City Hotel,0,118,2015,December,2,0,0,ESP,A,A,Check-Out,02-01-2016,Desired,Couples
City Hotel,1,17,2015,December,2,0,0,ITA,D,D,Canceled,14-12-2015,Desired,Couples
City Hotel,1,119,2015,December,2,0,0,PRT,A,A,Canceled,26-12-2015,Desired,Couples
City Hotel,0,2,2015,December,2,0,0,DZA,A,A,Check-Out,04-01-2016,Desired,Couples
City Hotel,1,118,2015,December,2,0,0,PRT,A,A,Canceled,28-12-2015,Desired,Couples
City Hotel,0,0,2015,December,2,0,0,BEL,A,A,Check-Out,30-12-2015,Desired,Couples
City Hotel,1,5,2015,December,1,0,0,ESP,A,A,Canceled,25-12-2015,Desired,Single
City Hotel,0,2,2015,December,2,0,0,BEL,A,A,Check-Out,31-12-2015,Desired,Couples
City Hotel,0,2,2015,December,3,0,0,FRA,A,A,Check-Out,31-12-2015,Desired,Family
City Hotel,0,120,2015,December,2,0,0,GBR,A,A,Check-Out,31-12-2015,Desired,Couples
City Hotel,0,7,2015,December,1,0,0,KOR,A,A,Check-Out,31-12-2015,Desired,Single
